"sample","count","length","legal.sublegal","family","genus","species","project","campaignid"
"158","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"160","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"164","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"165","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"167","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"170","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"177","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"178","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"179","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"183","13","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"188","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"198","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"215","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"227","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"228","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"230","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"234","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"235","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"237","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"240","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"247","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"248","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"249","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"252","13","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"253","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"261","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"263","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"268","8","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"272","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"273","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"274","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"283","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"284","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"289","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"290","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"292","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"299","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"300","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"302","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"304","4","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"305","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"307","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"309","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"310","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"311","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"317","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"338","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"343","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"350","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"361","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"372","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"376","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"377","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"379","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"380","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"385","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"387","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"13","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"24","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"39","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"40","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"46","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"48","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"49","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"121","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"127","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"131","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"137","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"139","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"141","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"147","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"150","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"158","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"161","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"165","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"168","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"171","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"176","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"177","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"178","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"183","8","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"215","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"228","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"231","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"235","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"238","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"241","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"246","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"247","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"248","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"252","8","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"259","15","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"261","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"268","8","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"272","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"274","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"277","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"280","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"283","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"286","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"291","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"298","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"299","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"300","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"302","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"305","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"307","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"309","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"310","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"311","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"319","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"322","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"347","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"361","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"372","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"379","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"380","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"385","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"387","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"391","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"26","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"40","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"41","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"48","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"139","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"141","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"150","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"177","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"183","4","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"207","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"242","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"247","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"252","4","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"253","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"263","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"283","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"284","6","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"289","4","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"292","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"299","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"300","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"304","4","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"307","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"311","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"368","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"392","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"44","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
"119","2","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC"
